"CountyName","Democrats","Republicans","Libertarians","Green","Constitution","Unaffiliated","White","Black","AmericanIndian","NativeHawaiian","Other","Hispanic","Male","Female","UnDisclosedGender","Total"
"ALAMANCE","35580","31896","513","10","18","28659","67965","19940","247","0","8524","3343","41947","51714","3015","96676"
"ALEXANDER","5450","10402","82","0","5","6944","21021","901","36","0","925","258","10791","11648","444","22883"
"ALLEGHANY","2285","2521","28","1","0","2004","6436","70","6","0","327","149","3192","3484","163","6839"
"ANSON","10126","2275","24","3","26","2991","6443","6607","29","0","2366","66","6008","7298","2139","15445"
"ASHE","4674","7708","70","2","2","5201","16982","98","19","0","558","180","8229","9197","231","17657"
"AVERY","1299","6471","45","2","0","3199","10472","77","20","0","447","88","5097","5731","188","11016"
"BEAUFORT","12124","10458","86","3","7","8715","22111","7551","44","0","1687","370","13799","16426","1168","31393"
"BERTIE","8705","1359","27","1","1","2395","4508","7453","16","0","511","30","5317","6820","351","12488"
"BLADEN","11075","3898","39","1","1","6091","12268","7707","368","0","762","338","9520","11388","197","21105"
"BRUNSWICK","25112","37638","408","11","10","34968","83408","8242","282","0","6215","1073","43735","50757","3655","98147"
"BUNCOMBE","71560","43364","1410","98","17","70059","160586","10238","363","0","15321","3328","82288","97638","6582","186508"
"BURKE","15686","19271","267","8","9","16990","46246","3138","81","0","2766","768","24226","27381","624","52231"
"CABARRUS","39099","46972","807","31","29","42724","91834","24050","326","0","13452","4613","57107","67752","4803","129662"
"CALDWELL","11669","22975","333","9","15","14205","44608","2595","62","0","1941","704","23082","25539","585","49206"
"CAMDEN","1902","2373","51","0","1","2958","6025","943","9","0","308","31","3481","3695","109","7285"
"CARTERET","10775","21666","226","2","3","16922","44610","2363","92","0","2529","466","22379","25536","1679","49594"
"CASWELL","6942","3128","32","1","3","4153","8858","4744","19","0","638","135","6444","7495","320","14259"
"CATAWBA","22302","42234","405","5","12","31970","80597","8615","118","0","7598","2688","44180","50702","2046","96928"
"CHATHAM","19716","12528","226","14","12","18756","39718","5922","105","0","5507","1466","22082","26020","3150","51252"
"CHEROKEE","4341","9214","121","5","4","6628","19537","197","119","0","460","158","9569","10682","62","20313"
"CHOWAN","4274","2508","24","1","1","2633","6227","2849","10","0","355","48","4122","5186","133","9441"
"CLAY","1631","3560","46","2","1","2937","7848","36","14","0","279","51","3803","4226","148","8177"
"CLEVELAND","23234","20234","260","7","7","16443","44275","12990","79","0","2841","552","26847","31912","1426","60185"
"COLUMBUS","17663","6926","61","3","3","8860","21060","10374","903","0","1179","262","15002","18093","421","33516"
"CRAVEN","21219","23470","371","13","8","20492","46857","14123","152","0","4441","1422","29017","35108","1448","65573"
"CUMBERLAND","89010","45117","1158","22","42","61642","85357","81571","2127","0","27936","10831","81576","103100","12315","196991"
"CURRITUCK","3507","7164","158","6","2","7817","16838","989","44","0","783","135","8897","9416","341","18654"
"DARE","7868","8828","207","4","3","10857","26134","526","34","0","1073","231","13014","14332","421","27767"
"DAVIDSON","23220","48400","438","9","17","29490","85683","9682","235","0","5974","1784","46294","53079","2201","101574"
"DAVIE","4876","14496","114","4","3","8625","24589","1788","32","0","1709","448","12916","14579","623","28118"
"DUPLIN","12421","7736","103","3","8","7587","17400","8148","49","0","2261","1395","12075","14795","988","27858"
"DURHAM","118626","25567","1089","71","23","71337","105722","77393","561","0","33037","8252","89946","114958","11809","216713"
"EDGECOMBE","23263","5550","84","6","4","4793","12010","20489","65","0","1136","359","14374","18868","458","33700"
"FORSYTH","98523","71552","1256","46","35","72754","154642","66062","492","0","22970","8862","104707","130007","9452","244166"
"FRANKLIN","16497","12744","207","5","9","11919","27444","10653","122","0","3162","904","18449","21191","1741","41381"
"GASTON","39824","51161","706","14","25","40691","99311","22342","314","0","10454","3309","58192","69840","4389","132421"
"GATES","3834","1619","28","0","1","2056","4677","2498","14","0","349","39","3360","3898","280","7538"
"GRAHAM","1553","2573","25","0","0","1446","5217","3","264","0","113","19","2673","2863","61","5597"
"GRANVILLE","17150","8928","143","5","4","9906","22114","11618","74","0","2330","698","15636","18622","1878","36136"
"GREENE","5934","2041","19","1","2","2724","6107","3959","9","0","646","377","4800","5761","160","10721"
"GUILFORD","155622","88713","1828","63","57","101186","191985","120309","931","0","34244","9204","149837","189664","7968","347469"
"HALIFAX","22838","4208","88","4","1","8093","13829","18880","1040","0","1483","227","15347","19231","654","35232"
"HARNETT","24153","25076","492","10","17","21078","46766","15636","446","0","7978","3113","30874","37213","2739","70826"
"HAYWOOD","14652","12937","253","6","7","13333","39212","439","97","0","1440","354","18883","21831","474","41188"
"HENDERSON","16315","29585","448","13","13","31831","70958","2239","129","0","4879","1784","34874","41500","1831","78205"
